subject,model,test_trial,test_condition,window_s,n_windows,n_correct,accuracy,auc
04,eeg_post_ts,5,MovingTargetNoise,2,298,160,0.5369127516778524,0.5700644115129949
04,eeg_post_ts,5,MovingTargetNoise,5,118,63,0.5338983050847458,0.6205113473139903
04,eeg_post_ts,5,MovingTargetNoise,10,58,31,0.5344827586206896,0.6504161712247325
04,eeg_post_ts,5,MovingTargetNoise,30,18,11,0.6111111111111112,0.7530864197530864
04,eeg_post_ts,5,MovingTargetNoise,60,8,4,0.5,0.8125
04,eeg_post_ts,6,NoVisuals,1,596,284,0.47651006711409394,0.492049907661817
04,eeg_post_ts,6,NoVisuals,2,298,155,0.5201342281879194,0.5243457501914328
04,eeg_post_ts,6,NoVisuals,5,118,67,0.5677966101694916,0.5748348175811548
04,eeg_post_ts,6,NoVisuals,10,58,34,0.5862068965517241,0.6076099881093936
04,eeg_post_ts,6,NoVisuals,30,18,10,0.5555555555555556,0.6419753086419753
04,eeg_post_ts,6,NoVisuals,60,8,5,0.625,0.75
04,eeg_post_ts,7,FixedVideo,1,596,384,0.6442953020134228,0.7390770686005135
04,eeg_post_ts,7,FixedVideo,2,298,200,0.6711409395973155,0.7578487455520021
04,eeg_post_ts,7,FixedVideo,5,118,76,0.6440677966101694,0.7704682562482046
04,eeg_post_ts,7,FixedVideo,10,58,41,0.7068965517241379,0.8192627824019024
04,eeg_post_ts,7,FixedVideo,30,18,14,0.7777777777777778,0.9382716049382716
04,eeg_post_ts,7,FixedVideo,60,8,6,0.75,1.0
04,eeg_alpha_ts,0,MovingVideo,1,596,278,0.4664429530201342,0.46449484257465884
04,eeg_alpha_ts,0,MovingVideo,2,298,141,0.47315436241610737,0.461871086887978
04,eeg_alpha_ts,0,MovingVideo,5,118,50,0.423728813559322,0.43234702671646075
04,eeg_alpha_ts,0,MovingVideo,10,58,27,0.46551724137931033,0.41022592152199755
04,eeg_alpha_ts,0,MovingVideo,30,18,9,0.5,0.39506172839506176
04,eeg_alpha_ts,0,MovingVideo,60,8,5,0.625,0.25
04,eeg_alpha_ts,1,MovingTargetNoise,1,596,300,0.5033557046979866,0.48900950407639293
04,eeg_alpha_ts,1,MovingTargetNoise,2,298,143,0.4798657718120805,0.4823656592045403
04,eeg_alpha_ts,1,MovingTargetNoise,5,118,52,0.4406779661016949,0.43148520540074686
04,eeg_alpha_ts,1,MovingTargetNoise,10,58,25,0.43103448275862066,0.3935790725326992
04,eeg_alpha_ts,1,MovingTargetNoise,30,18,6,0.3333333333333333,0.345679012345679
04,eeg_alpha_ts,1,MovingTargetNoise,60,8,4,0.5,0.4375
04,eeg_alpha_ts,2,NoVisuals,1,596,288,0.48322147651006714,0.4871740011711184
04,eeg_alpha_ts,2,NoVisuals,2,298,145,0.4865771812080537,0.4731768839241476
04,eeg_alpha_ts,2,NoVisuals,5,118,56,0.4745762711864407,0.4610744039069233
04,eeg_alpha_ts,2,NoVisuals,10,58,29,0.5,0.45659928656361476
04,eeg_alpha_ts,2,NoVisuals,30,18,7,0.3888888888888889,0.4444444444444444
04,eeg_alpha_ts,2,NoVisuals,60,8,4,0.5,0.5625
04,eeg_alpha_ts,3,FixedVideo,1,596,299,0.5016778523489933,0.4650353587676231
04,eeg_alpha_ts,3,FixedVideo,2,298,141,0.47315436241610737,0.44407909553623715
04,eeg_alpha_ts,3,FixedVideo,5,118,47,0.3983050847457627,0.4050560183855214
04,eeg_alpha_ts,3,FixedVideo,10,58,22,0.3793103448275862,0.3400713436385256
04,eeg_alpha_ts,3,FixedVideo,30,18,8,0.4444444444444444,0.28395061728395066
04,eeg_alpha_ts,3,FixedVideo,60,8,4,0.5,0.375
04,eeg_alpha_ts,4,MovingVideo,1,596,301,0.5050335570469798,0.5341200846808702
04,eeg_alpha_ts,4,MovingVideo,2,298,159,0.5335570469798657,0.5409215801090042
04,eeg_alpha_ts,4,MovingVideo,5,118,64,0.5423728813559322,0.5736857224935363
04,eeg_alpha_ts,4,MovingVideo,10,58,35,0.603448275862069,0.6076099881093936
04,eeg_alpha_ts,4,MovingVideo,30,18,9,0.5,0.6419753086419753
04,eeg_alpha_ts,4,MovingVideo,60,8,4,0.5,0.625
04,eeg_alpha_ts,5,MovingTargetNoise,1,596,315,0.5285234899328859,0.5324309715778569
04,eeg_alpha_ts,5,MovingTargetNoise,2,298,162,0.5436241610738255,0.5364172785009684
04,eeg_alpha_ts,5,MovingTargetNoise,5,118,66,0.559322033898305,0.5644929617925883
04,eeg_alpha_ts,5,MovingTargetNoise,10,58,30,0.5172413793103449,0.582639714625446
04,eeg_alpha_ts,5,MovingTargetNoise,30,18,10,0.5555555555555556,0.6419753086419753
04,eeg_alpha_ts,5,MovingTargetNoise,60,8,4,0.5,0.8125
04,eeg_alpha_ts,6,NoVisuals,1,596,315,0.5285234899328859,0.5294693932705734
04,eeg_alpha_ts,6,NoVisuals,2,298,155,0.5201342281879194,0.5294356110085131
04,eeg_alpha_ts,6,NoVisuals,5,118,64,0.5423728813559322,0.5825912094225797
04,eeg_alpha_ts,6,NoVisuals,10,58,29,0.5,0.5933412604042806
04,eeg_alpha_ts,6,NoVisuals,30,18,10,0.5555555555555556,0.5679012345679013
04,eeg_alpha_ts,6,NoVisuals,60,8,5,0.625,0.625
04,eeg_alpha_ts,7,FixedVideo,1,596,321,0.5385906040268457,0.5765055628124858
04,eeg_alpha_ts,7,FixedVideo,2,298,151,0.5067114093959731,0.5482185487140219
04,eeg_alpha_ts,7,FixedVideo,5,118,68,0.576271186440678,0.6394714162596955
04,eeg_alpha_ts,7,FixedVideo,10,58,37,0.6379310344827587,0.7146254458977408
04,eeg_alpha_ts,7,FixedVideo,30,18,11,0.6111111111111112,0.9012345679012346
04,eeg_alpha_ts,7,FixedVideo,60,8,6,0.75,0.875
04,gazectrl_ts,0,MovingVideo,1,596,277,0.46476510067114096,0.46808702310706723
04,gazectrl_ts,0,MovingVideo,2,298,150,0.5033557046979866,0.4850682401693618
04,gazectrl_ts,0,MovingVideo,5,118,67,0.5677966101694916,0.538638322321172
04,gazectrl_ts,0,MovingVideo,10,58,30,0.5172413793103449,0.48870392390011896
04,gazectrl_ts,0,MovingVideo,30,18,9,0.5,0.5679012345679013
04,gazectrl_ts,0,MovingVideo,60,8,5,0.625,0.4375
04,gazectrl_ts,1,MovingTargetNoise,1,596,288,0.48322147651006714,0.48855907391558945
04,gazectrl_ts,1,MovingTargetNoise,2,298,144,0.48322147651006714,0.4729516688437458
04,gazectrl_ts,1,MovingTargetNoise,5,118,55,0.4661016949152542,0.46337259408216025
04,gazectrl_ts,1,MovingTargetNoise,10,58,28,0.4827586206896552,0.4351961950059453
04,gazectrl_ts,1,MovingTargetNoise,30,18,8,0.4444444444444444,0.3827160493827161
04,gazectrl_ts,1,MovingTargetNoise,60,8,4,0.5,0.4375
04,gazectrl_ts,2,NoVisuals,1,596,299,0.5016778523489933,0.5076010089635602
04,gazectrl_ts,2,NoVisuals,2,298,156,0.5234899328859061,0.5166433944416918
04,gazectrl_ts,2,NoVisuals,5,118,61,0.5169491525423728,0.5280091927607009
04,gazectrl_ts,2,NoVisuals,10,58,30,0.5172413793103449,0.544589774078478
04,gazectrl_ts,2,NoVisuals,30,18,10,0.5555555555555556,0.5555555555555556
04,gazectrl_ts,2,NoVisuals,60,8,4,0.5,0.625
04,gazectrl_ts,3,FixedVideo,1,596,297,0.4983221476510067,0.4622764740327013
04,gazectrl_ts,3,FixedVideo,2,298,136,0.4563758389261745,0.44038556821764785
04,gazectrl_ts,3,FixedVideo,5,118,50,0.423728813559322,0.37058316575696637
04,gazectrl_ts,3,FixedVideo,10,58,23,0.39655172413793105,0.3210463733650416
04,gazectrl_ts,3,FixedVideo,30,18,8,0.4444444444444444,0.19753086419753088
04,gazectrl_ts,3,FixedVideo,60,8,4,0.5,0.25
04,gazectrl_ts,4,MovingVideo,1,596,322,0.540268456375839,0.5678685644790775
04,gazectrl_ts,4,MovingVideo,2,298,156,0.5234899328859061,0.577901896310977
04,gazectrl_ts,4,MovingVideo,5,118,72,0.6101694915254238,0.6834243033611032
04,gazectrl_ts,4,MovingVideo,10,58,38,0.6551724137931034,0.7645659928656362
04,gazectrl_ts,4,MovingVideo,30,18,15,0.8333333333333334,0.9012345679012346
04,gazectrl_ts,4,MovingVideo,60,8,7,0.875,0.9375
04,gazectrl_ts,5,MovingTargetNoise,1,596,310,0.5201342281879194,0.5277915409215801
04,gazectrl_ts,5,MovingTargetNoise,2,298,157,0.5268456375838926,0.5233998468537453
04,gazectrl_ts,5,MovingTargetNoise,5,118,57,0.4830508474576271,0.48807813846595804
04,gazectrl_ts,5,MovingTargetNoise,10,58,31,0.5344827586206896,0.4982164090368608
04,gazectrl_ts,5,MovingTargetNoise,30,18,7,0.3888888888888889,0.46913580246913583
04,gazectrl_ts,5,MovingTargetNoise,60,8,4,0.5,0.5
04,gazectrl_ts,6,NoVisuals,1,596,304,0.5100671140939598,0.529154092158011
04,gazectrl_ts,6,NoVisuals,2,298,153,0.5134228187919463,0.5585333993964237
04,gazectrl_ts,6,NoVisuals,5,118,68,0.576271186440678,0.612180407928756
04,gazectrl_ts,6,NoVisuals,10,58,32,0.5517241379310345,0.6135552913198572
04,gazectrl_ts,6,NoVisuals,30,18,10,0.5555555555555556,0.5925925925925926
04,gazectrl_ts,6,NoVisuals,60,8,4,0.5,0.5
04,gazectrl_ts,7,FixedVideo,1,596,317,0.5318791946308725,0.5633642628710418
04,gazectrl_ts,7,FixedVideo,2,298,156,0.5234899328859061,0.5632178730687807
04,gazectrl_ts,7,FixedVideo,5,118,65,0.5508474576271186,0.6001149095087619
04,gazectrl_ts,7,FixedVideo,10,58,35,0.603448275862069,0.6741973840665874
04,gazectrl_ts,7,FixedVideo,30,18,12,0.6666666666666666,0.8518518518518519
04,gazectrl_ts,7,FixedVideo,60,8,5,0.625,0.875
04,gazectrl_csp,0,MovingVideo,1,596,272,0.4563758389261745,0.4468267195171388
04,gazectrl_csp,0,MovingVideo,2,298,138,0.46308724832214765,0.45394351605783523
04,gazectrl_csp,0,MovingVideo,5,118,46,0.3898305084745763,0.3691467968974433
04,gazectrl_csp,0,MovingVideo,10,58,26,0.4482758620689655,0.33531510107015455
04,gazectrl_csp,0,MovingVideo,30,18,8,0.4444444444444444,0.25925925925925924
04,gazectrl_csp,0,MovingVideo,60,8,4,0.5,0.0625
04,gazectrl_csp,1,MovingTargetNoise,1,596,287,0.4815436241610738,0.4811044547542903
04,gazectrl_csp,1,MovingTargetNoise,2,298,147,0.49328859060402686,0.479032476014594
04,gazectrl_csp,1,MovingTargetNoise,5,118,58,0.4915254237288136,0.43924159724217177
04,gazectrl_csp,1,MovingTargetNoise,10,58,26,0.4482758620689655,0.4209274673008323
04,gazectrl_csp,1,MovingTargetNoise,30,18,7,0.3888888888888889,0.34567901234567905
04,gazectrl_csp,1,MovingTargetNoise,60,8,3,0.375,0.3125
04,gazectrl_csp,2,NoVisuals,1,596,296,0.4966442953020134,0.4840547723075538
04,gazectrl_csp,2,NoVisuals,2,298,148,0.4966442953020134,0.4738074861492726
04,gazectrl_csp,2,NoVisuals,5,118,55,0.4661016949152542,0.47974719908072394
04,gazectrl_csp,2,NoVisuals,10,58,29,0.5,0.469678953626635
04,gazectrl_csp,2,NoVisuals,30,18,7,0.3888888888888889,0.41975308641975306
04,gazectrl_csp,2,NoVisuals,60,8,4,0.5,0.5625
04,gazectrl_csp,3,FixedVideo,1,596,272,0.4563758389261745,0.4416580334219179
04,gazectrl_csp,3,FixedVideo,2,298,131,0.4395973154362416,0.4128192423764695
04,gazectrl_csp,3,FixedVideo,5,118,44,0.3728813559322034,0.38552140189600687
04,gazectrl_csp,3,FixedVideo,10,58,22,0.3793103448275862,0.3151010701545779
04,gazectrl_csp,3,FixedVideo,30,18,6,0.3333333333333333,0.24691358024691362
04,gazectrl_csp,3,FixedVideo,60,8,2,0.25,0.1875
04,gazectrl_csp,4,MovingVideo,1,596,315,0.5285234899328859,0.5555718210891403
04,gazectrl_csp,4,MovingVideo,2,298,169,0.5671140939597316,0.5935768659069411
04,gazectrl_csp,4,MovingVideo,5,118,71,0.6016949152542372,0.647515081873025
04,gazectrl_csp,4,MovingVideo,10,58,33,0.5689655172413793,0.6908442330558858
04,gazectrl_csp,4,MovingVideo,30,18,11,0.6111111111111112,0.8271604938271605
04,gazectrl_csp,4,MovingVideo,60,8,6,0.75,0.8125
04,gazectrl_csp,5,MovingTargetNoise,1,596,287,0.4815436241610738,0.4314557902797171
04,gazectrl_csp,5,MovingTargetNoise,2,298,135,0.45302013422818793,0.4036755101121571
04,gazectrl_csp,5,MovingTargetNoise,5,118,52,0.4406779661016949,0.3648376903188739
04,gazectrl_csp,5,MovingTargetNoise,10,58,28,0.4827586206896552,0.2913198573127229
04,gazectrl_csp,5,MovingTargetNoise,30,18,9,0.5,0.2345679012345679
04,gazectrl_csp,5,MovingTargetNoise,60,8,3,0.375,0.0625
04,gazectrl_csp,6,NoVisuals,1,596,339,0.5687919463087249,0.5614611954416469
04,gazectrl_csp,6,NoVisuals,2,298,173,0.5805369127516778,0.5868654565109679
04,gazectrl_csp,6,NoVisuals,5,118,68,0.576271186440678,0.6124676817006607
04,gazectrl_csp,6,NoVisuals,10,58,36,0.6206896551724138,0.6147443519619501
04,gazectrl_csp,6,NoVisuals,30,18,10,0.5555555555555556,0.5555555555555556
04,gazectrl_csp,6,NoVisuals,60,8,4,0.5,0.5
04,gazectrl_csp,7,FixedVideo,1,596,318,0.5335570469798657,0.5333093103914238
04,gazectrl_csp,7,FixedVideo,2,298,158,0.5302013422818792,0.5365073645331291
04,gazectrl_csp,7,FixedVideo,5,118,64,0.5423728813559322,0.5113473139902327
04,gazectrl_csp,7,FixedVideo,10,58,30,0.5172413793103449,0.4910820451843044
04,gazectrl_csp,7,FixedVideo,30,18,10,0.5555555555555556,0.5679012345679012
04,gazectrl_csp,7,FixedVideo,60,8,4,0.5,0.375
07,eog_ts,0,MovingVideo,1,596,322,0.540268456375839,0.5546146569974326
07,eog_ts,0,MovingVideo,2,298,163,0.5469798657718121,0.5635331741813432
07,eog_ts,0,MovingVideo,5,118,64,0.5423728813559322,0.5940821602987647
07,eog_ts,0,MovingVideo,10,58,32,0.5517241379310345,0.6171224732461356
07,eog_ts,0,MovingVideo,30,18,11,0.6111111111111112,0.7160493827160495
07,eog_ts,0,MovingVideo,60,8,6,0.75,0.8125
07,eog_ts,1,MovingTargetNoise,1,596,337,0.5654362416107382,0.5854128192423765
07,eog_ts,1,MovingTargetNoise,2,298,175,0.587248322147651,0.6188910409441016
07,eog_ts,1,MovingTargetNoise,5,118,73,0.6186440677966102,0.6113185866130422
07,eog_ts,1,MovingTargetNoise,10,58,34,0.5862068965517241,0.643281807372176
07,eog_ts,1,MovingTargetNoise,30,18,14,0.7777777777777778,0.7777777777777778
07,eog_ts,1,MovingTargetNoise,60,8,5,0.625,0.8125
07,eog_ts,2,MovingTargetNoise,1,596,301,0.5050335570469798,0.5021395432638169
07,eog_ts,2,MovingTargetNoise,2,298,150,0.5033557046979866,0.5027701454889419
07,eog_ts,2,MovingTargetNoise,5,118,71,0.6016949152542372,0.5851766733697213
07,eog_ts,2,MovingTargetNoise,10,58,34,0.5862068965517241,0.6373365041617123
07,eog_ts,2,MovingTargetNoise,30,18,12,0.6666666666666666,0.7160493827160495
07,eog_ts,2,MovingTargetNoise,60,8,6,0.75,0.5625
07,eog_ts,3,NoVisuals,1,596,325,0.5453020134228188,0.580165307869015
07,eog_ts,3,NoVisuals,2,298,167,0.5604026845637584,0.6020899959461286
07,eog_ts,3,NoVisuals,5,118,68,0.576271186440678,0.6377477736282677
07,eog_ts,3,NoVisuals,10,58,37,0.6379310344827587,0.6944114149821641
07,eog_ts,3,NoVisuals,30,18,13,0.7222222222222222,0.7901234567901234
07,eog_ts,3,NoVisuals,60,8,8,1.0,1.0
07,eog_ts,4,FixedVideo,1,596,261,0.43791946308724833,0.43412458898247824
07,eog_ts,4,FixedVideo,2,298,151,0.5067114093959731,0.48101436872212955
07,eog_ts,4,FixedVideo,5,118,69,0.5847457627118644,0.5667911519678253
07,eog_ts,4,FixedVideo,10,58,36,0.6206896551724138,0.6076099881093936
07,eog_ts,4,FixedVideo,30,18,12,0.6666666666666666,0.6666666666666667
07,eog_ts,4,FixedVideo,60,8,4,0.5,0.5625
07,eog_ts,5,MovingVideo,1,596,324,0.5436241610738255,0.5686230349984236
07,eog_ts,5,MovingVideo,2,298,168,0.5637583892617449,0.6124048466285302
07,eog_ts,5,MovingVideo,5,118,71,0.6016949152542372,0.6549841999425453
07,eog_ts,5,MovingVideo,10,58,35,0.603448275862069,0.6718192627824019
07,eog_ts,5,MovingVideo,30,18,14,0.7777777777777778,0.8148148148148148
07,eog_ts,5,MovingVideo,60,8,7,0.875,0.9375
07,eog_ts,6,NoVisuals,1,596,260,0.436241610738255,0.41287554614656996
07,eog_ts,6,NoVisuals,2,298,123,0.412751677852349,0.39056799243277324
07,eog_ts,6,NoVisuals,5,118,46,0.3898305084745763,0.3665613329503017
07,eog_ts,6,NoVisuals,10,58,21,0.3620689655172414,0.3139120095124851
07,eog_ts,6,NoVisuals,30,18,7,0.3888888888888889,0.345679012345679
07,eog_ts,6,NoVisuals,60,8,3,0.375,0.25
07,eog_ts,7,FixedVideo,1,596,301,0.5050335570469798,0.4676478537002838
07,eog_ts,7,FixedVideo,2,298,165,0.5536912751677853,0.5468672582316112
07,eog_ts,7,FixedVideo,5,118,85,0.7203389830508474,0.7693191611605862
07,eog_ts,7,FixedVideo,10,58,41,0.7068965517241379,0.8561236623067776
07,eog_ts,7,FixedVideo,30,18,13,0.7222222222222222,0.9135802469135803
07,eog_ts,7,FixedVideo,60,8,6,0.75,1.0
07,eeg_csp,0,MovingVideo,1,596,435,0.7298657718120806,0.8312350795009235
07,eeg_csp,0,MovingVideo,2,298,204,0.6845637583892618,0.8616728976172244
07,eeg_csp,0,MovingVideo,5,118,83,0.7033898305084746,0.8721631715024418
07,eeg_csp,0,MovingVideo,10,58,46,0.7931034482758621,0.9036860879904876
07,eeg_csp,0,MovingVideo,30,18,14,0.7777777777777778,0.9506172839506173
07,eeg_csp,0,MovingVideo,60,8,6,0.75,1.0
07,eeg_csp,1,MovingTargetNoise,1,596,352,0.5906040268456376,0.7128620332417458
07,eeg_csp,1,MovingTargetNoise,2,298,173,0.5805369127516778,0.6988423944867348
07,eeg_csp,1,MovingTargetNoise,5,118,68,0.576271186440678,0.686584314852054
07,eeg_csp,1,MovingTargetNoise,10,58,33,0.5689655172413793,0.7265160523186681
07,eeg_csp,1,MovingTargetNoise,30,18,10,0.5555555555555556,0.7283950617283951
07,eeg_csp,1,MovingTargetNoise,60,8,4,0.5,0.8125
07,eeg_csp,2,MovingTargetNoise,1,596,226,0.37919463087248323,0.2661141390027476
07,eeg_csp,2,MovingTargetNoise,2,298,88,0.2953020134228188,0.2153056168641052
07,eeg_csp,2,MovingTargetNoise,5,118,40,0.3389830508474576,0.23125538638322324
07,eeg_csp,2,MovingTargetNoise,10,58,16,0.27586206896551724,0.1961950059453032
07,eeg_csp,2,MovingTargetNoise,30,18,3,0.16666666666666666,0.13580246913580246
07,eeg_csp,2,MovingTargetNoise,60,8,1,0.125,0.25
07,eeg_csp,3,NoVisuals,1,596,216,0.3624161073825503,0.2930273411107608
07,eeg_csp,3,NoVisuals,2,298,95,0.3187919463087248,0.2696274942570155
07,eeg_csp,3,NoVisuals,5,118,27,0.2288135593220339,0.1778224648089629
07,eeg_csp,3,NoVisuals,10,58,8,0.13793103448275862,0.1117717003567182
07,eeg_csp,3,NoVisuals,30,18,3,0.16666666666666666,0.08641975308641976
07,eeg_csp,3,NoVisuals,60,8,0,0.0,0.0
07,eeg_csp,4,FixedVideo,1,596,204,0.3422818791946309,0.12174001171118418
07,eeg_csp,4,FixedVideo,2,298,110,0.3691275167785235,0.10954461510742759
07,eeg_csp,4,FixedVideo,5,118,45,0.3813559322033898,0.10514220051709278
07,eeg_csp,4,FixedVideo,10,58,23,0.39655172413793105,0.07015457788347207
07,eeg_csp,4,FixedVideo,30,18,7,0.3888888888888889,0.024691358024691367
07,eeg_csp,4,FixedVideo,60,8,3,0.375,0.0
07,eeg_csp,5,MovingVideo,1,596,196,0.3288590604026846,0.17767217692896717
07,eeg_csp,5,MovingVideo,2,298,102,0.3422818791946309,0.17035268681590918
07,eeg_csp,5,MovingVideo,5,118,43,0.3644067796610169,0.15196782533754669
07,eeg_csp,5,MovingVideo,10,58,23,0.39655172413793105,0.09988109393579073
07,eeg_csp,5,MovingVideo,30,18,7,0.3888888888888889,0.024691358024691367
07,eeg_csp,5,MovingVideo,60,8,3,0.375,0.0
07,eeg_csp,6,NoVisuals,1,596,223,0.37416107382550334,0.3174181343182739
07,eeg_csp,6,NoVisuals,2,298,112,0.37583892617449666,0.3176433493986758
07,eeg_csp,6,NoVisuals,5,118,36,0.3050847457627119,0.26055731111749497
07,eeg_csp,6,NoVisuals,10,58,14,0.2413793103448276,0.21878715814506544
07,eeg_csp,6,NoVisuals,30,18,4,0.2222222222222222,0.14814814814814817
07,eeg_csp,6,NoVisuals,60,8,1,0.125,0.0
07,eeg_csp,7,FixedVideo,1,596,254,0.4261744966442953,0.2565875411017522
07,eeg_csp,7,FixedVideo,2,298,130,0.436241610738255,0.20715283095356066
07,eeg_csp,7,FixedVideo,5,118,51,0.4322033898305085,0.1801206549842
07,eeg_csp,7,FixedVideo,10,58,24,0.41379310344827586,0.1605231866825208
07,eeg_csp,7,FixedVideo,30,18,8,0.4444444444444444,0.08641975308641976
07,eeg_csp,7,FixedVideo,60,8,3,0.375,0.0625
07,eeg_ts,0,MovingVideo,1,596,339,0.5687919463087249,0.581933246250169
07,eeg_ts,0,MovingVideo,2,298,165,0.5536912751677853,0.5863249403180036
07,eeg_ts,0,MovingVideo,5,118,70,0.5932203389830508,0.6578569376615915
07,eeg_ts,0,MovingVideo,10,58,39,0.6724137931034483,0.7395957193816886
07,eeg_ts,0,MovingVideo,30,18,10,0.5555555555555556,0.8148148148148148
07,eeg_ts,0,MovingVideo,60,8,5,0.625,0.875
07,eeg_ts,1,MovingTargetNoise,1,596,308,0.5167785234899329,0.5457524435836225
07,eeg_ts,1,MovingTargetNoise,2,298,151,0.5067114093959731,0.48808612224674564
07,eeg_ts,1,MovingTargetNoise,5,118,53,0.4491525423728814,0.4372306808388394
07,eeg_ts,1,MovingTargetNoise,10,58,29,0.5,0.4197384066587396
07,eeg_ts,1,MovingTargetNoise,30,18,10,0.5555555555555556,0.5432098765432098
07,eeg_ts,1,MovingTargetNoise,60,8,6,0.75,0.6875
07,eeg_ts,2,MovingTargetNoise,1,596,295,0.4949664429530201,0.46538444214224584
07,eeg_ts,2,MovingTargetNoise,2,298,138,0.46308724832214765,0.4276834376829872
07,eeg_ts,2,MovingTargetNoise,5,118,52,0.4406779661016949,0.4099396725079
07,eeg_ts,2,MovingTargetNoise,10,58,26,0.4482758620689655,0.35315101070154575
07,eeg_ts,2,MovingTargetNoise,30,18,9,0.5,0.345679012345679
07,eeg_ts,2,MovingTargetNoise,60,8,2,0.25,0.25
07,eeg_ts,3,NoVisuals,1,596,265,0.4446308724832215,0.42793117427142924
07,eeg_ts,3,NoVisuals,2,298,134,0.44966442953020136,0.4180892752578712
07,eeg_ts,3,NoVisuals,5,118,57,0.4830508474576271,0.4174087905774203
07,eeg_ts,3,NoVisuals,10,58,26,0.4482758620689655,0.3531510107015458
07,eeg_ts,3,NoVisuals,30,18,8,0.4444444444444444,0.2962962962962963
07,eeg_ts,3,NoVisuals,60,8,4,0.5,0.0
07,eeg_ts,4,FixedVideo,1,596,254,0.4261744966442953,0.40660330615738033
07,eeg_ts,4,FixedVideo,2,298,127,0.4261744966442953,0.42655736228097835
07,eeg_ts,4,FixedVideo,5,118,54,0.4576271186440678,0.43148520540074686
07,eeg_ts,4,FixedVideo,10,58,26,0.4482758620689655,0.4351961950059453
07,eeg_ts,4,FixedVideo,30,18,10,0.5555555555555556,0.5185185185185186
07,eeg_ts,4,FixedVideo,60,8,3,0.375,0.375
07,eeg_ts,5,MovingVideo,1,596,264,0.4429530201342282,0.4120760326111436
07,eeg_ts,5,MovingVideo,2,298,126,0.4228187919463087,0.4106121345885321
07,eeg_ts,5,MovingVideo,5,118,44,0.3728813559322034,0.3803504740017236
07,eeg_ts,5,MovingVideo,10,58,20,0.3448275862068966,0.34958382877526756
07,eeg_ts,5,MovingVideo,30,18,6,0.3333333333333333,0.308641975308642
07,eeg_ts,5,MovingVideo,60,8,4,0.5,0.3125
07,eeg_ts,6,NoVisuals,1,596,222,0.3724832214765101,0.3150984189901356
07,eeg_ts,6,NoVisuals,2,298,118,0.3959731543624161,0.29426602405297064
07,eeg_ts,6,NoVisuals,5,118,40,0.3389830508474576,0.27233553576558456
07,eeg_ts,6,NoVisuals,10,58,21,0.3620689655172414,0.21165279429250894
07,eeg_ts,6,NoVisuals,30,18,6,0.3333333333333333,0.12345679012345678
07,eeg_ts,6,NoVisuals,60,8,3,0.375,0.0
07,eeg_ts,7,FixedVideo,1,596,258,0.43288590604026844,0.3310774289446421
07,eeg_ts,7,FixedVideo,2,298,132,0.4429530201342282,0.33800279266699695
07,eeg_ts,7,FixedVideo,5,118,57,0.4830508474576271,0.4133869577707555
07,eeg_ts,7,FixedVideo,10,58,26,0.4482758620689655,0.4019024970273484
07,eeg_ts,7,FixedVideo,30,18,9,0.5,0.2592592592592593
07,eeg_ts,7,FixedVideo,60,8,4,0.5,0.1875
07,eeg_eogreg_ts,0,MovingVideo,1,596,347,0.5822147651006712,0.5874622764740327
07,eeg_eogreg_ts,0,MovingVideo,2,298,171,0.5738255033557047,0.577901896310977
07,eeg_eogreg_ts,0,MovingVideo,5,118,66,0.559322033898305,0.6299913817868429
07,eeg_eogreg_ts,0,MovingVideo,10,58,35,0.603448275862069,0.6813317479191439
07,eeg_eogreg_ts,0,MovingVideo,30,18,10,0.5555555555555556,0.7654320987654321
07,eeg_eogreg_ts,0,MovingVideo,60,8,5,0.625,0.875
07,eeg_eogreg_ts,1,MovingTargetNoise,1,596,304,0.5100671140939598,0.5247511373361561
07,eeg_eogreg_ts,1,MovingTargetNoise,2,298,144,0.48322147651006714,0.45781721544074594
07,eeg_eogreg_ts,1,MovingTargetNoise,5,118,52,0.4406779661016949,0.39557598391266874
07,eeg_eogreg_ts,1,MovingTargetNoise,10,58,26,0.4482758620689655,0.3876337693222354
07,eeg_eogreg_ts,1,MovingTargetNoise,30,18,7,0.3888888888888889,0.35802469135802467
07,eeg_eogreg_ts,1,MovingTargetNoise,60,8,6,0.75,0.5
07,eeg_eogreg_ts,2,MovingTargetNoise,1,596,276,0.46308724832214765,0.4473672357101032
07,eeg_eogreg_ts,2,MovingTargetNoise,2,298,136,0.4563758389261745,0.41489122111616594
07,eeg_eogreg_ts,2,MovingTargetNoise,5,118,49,0.4152542372881356,0.3656995116345877
07,eeg_eogreg_ts,2,MovingTargetNoise,10,58,24,0.41379310344827586,0.3210463733650416
07,eeg_eogreg_ts,2,MovingTargetNoise,30,18,8,0.4444444444444444,0.2716049382716049
07,eeg_eogreg_ts,2,MovingTargetNoise,60,8,1,0.125,0.125
07,eeg_eogreg_ts,3,NoVisuals,1,596,274,0.4597315436241611,0.4374465114184046
07,eeg_eogreg_ts,3,NoVisuals,2,298,150,0.5033557046979866,0.4515562362055764
07,eeg_eogreg_ts,3,NoVisuals,5,118,54,0.4576271186440678,0.4481470841712152
07,eeg_eogreg_ts,3,NoVisuals,10,58,25,0.43103448275862066,0.4173602853745541
07,eeg_eogreg_ts,3,NoVisuals,30,18,8,0.4444444444444444,0.35802469135802467
07,eeg_eogreg_ts,3,NoVisuals,60,8,4,0.5,0.0
