subject,model,test_condition,window_s,n_windows,n_correct,accuracy,auc
12,gazectrl_csp,MovingVideo,10,116,55,0.47413793103448276,0.539833531510107
12,gazectrl_csp,MovingVideo,30,36,17,0.4722222222222222,0.5679012345679012
12,gazectrl_csp,MovingVideo,60,16,7,0.4375,0.625
12,gazectrl_csp,NoVisuals,1,1192,616,0.5167785234899329,0.5382696725372731
12,gazectrl_csp,NoVisuals,2,596,301,0.5050335570469798,0.5587811359848656
12,gazectrl_csp,NoVisuals,5,236,119,0.5042372881355932,0.5594656707842574
12,gazectrl_csp,NoVisuals,10,116,59,0.5086206896551724,0.5784780023781213
12,gazectrl_csp,NoVisuals,30,36,19,0.5277777777777778,0.654320987654321
12,gazectrl_csp,NoVisuals,60,16,9,0.5625,0.625
12,gazectrl_ts,FixedVideo,1,1192,573,0.48070469798657717,0.48572699427953697
12,gazectrl_ts,FixedVideo,2,596,276,0.46308724832214765,0.4522994459709022
12,gazectrl_ts,FixedVideo,5,236,108,0.4576271186440678,0.4217178971559897
12,gazectrl_ts,FixedVideo,10,116,44,0.3793103448275862,0.37514863258026154
12,gazectrl_ts,FixedVideo,30,36,14,0.3888888888888889,0.29629629629629634
12,gazectrl_ts,FixedVideo,60,16,4,0.25,0.0625
12,gazectrl_ts,MovingTargetNoise,1,1192,614,0.5151006711409396,0.5337372190441871
12,gazectrl_ts,MovingTargetNoise,2,596,293,0.49161073825503354,0.5316652403044908
12,gazectrl_ts,MovingTargetNoise,5,236,116,0.4915254237288136,0.5307382935937949
12,gazectrl_ts,MovingTargetNoise,10,116,61,0.5258620689655172,0.5374554102259216
12,gazectrl_ts,MovingTargetNoise,30,36,17,0.4722222222222222,0.5555555555555556
12,gazectrl_ts,MovingTargetNoise,60,16,8,0.5,0.65625
12,gazectrl_ts,MovingVideo,1,1192,627,0.5260067114093959,0.5334500698166749
12,gazectrl_ts,MovingVideo,2,596,310,0.5201342281879194,0.5417323543984505
12,gazectrl_ts,MovingVideo,5,236,125,0.5296610169491526,0.5531456478023556
12,gazectrl_ts,MovingVideo,10,116,58,0.5,0.5921521997621879
12,gazectrl_ts,MovingVideo,30,36,23,0.6388888888888888,0.6790123456790124
12,gazectrl_ts,MovingVideo,60,16,11,0.6875,0.6875
12,gazectrl_ts,NoVisuals,1,1192,629,0.5276845637583892,0.5383090851763433
12,gazectrl_ts,NoVisuals,2,596,323,0.5419463087248322,0.5548173505697941
12,gazectrl_ts,NoVisuals,5,236,120,0.5084745762711864,0.5486929043378339
12,gazectrl_ts,NoVisuals,10,116,61,0.5258620689655172,0.5594530321046374
12,gazectrl_ts,NoVisuals,30,36,19,0.5277777777777778,0.5493827160493827
12,gazectrl_ts,NoVisuals,60,16,7,0.4375,0.65625
