subject,model,test_condition,window_s,n_windows,n_correct,accuracy,auc
11,eeg_alpha_ts,MovingTargetNoise,10,116,36,0.3103448275862069,0.25980975029726516
11,eeg_alpha_ts,MovingTargetNoise,30,36,7,0.19444444444444445,0.0925925925925926
11,eeg_alpha_ts,MovingTargetNoise,60,16,2,0.125,0.0625
11,eeg_alpha_ts,MovingVideo,1,1192,562,0.4714765100671141,0.4425983063825954
11,eeg_alpha_ts,MovingVideo,2,596,284,0.47651006711409394,0.462749425701545
11,eeg_alpha_ts,MovingVideo,5,236,114,0.4830508474576271,0.48003447285262857
11,eeg_alpha_ts,MovingVideo,10,116,55,0.47413793103448276,0.47265160523186683
11,eeg_alpha_ts,MovingVideo,30,36,18,0.5,0.47530864197530864
11,eeg_alpha_ts,MovingVideo,60,16,7,0.4375,0.375
11,eeg_alpha_ts,NoVisuals,1,1192,601,0.5041946308724832,0.49982545831268865
11,eeg_alpha_ts,NoVisuals,2,596,295,0.4949664429530201,0.4975676771316607
11,eeg_alpha_ts,NoVisuals,5,236,112,0.4745762711864407,0.42688882505027287
11,eeg_alpha_ts,NoVisuals,10,116,54,0.46551724137931033,0.40249702734839476
11,eeg_alpha_ts,NoVisuals,30,36,15,0.4166666666666667,0.37037037037037035
11,eeg_alpha_ts,NoVisuals,60,16,4,0.25,0.28125
11,eeg_csp,FixedVideo,1,1192,502,0.4211409395973154,0.2875883969190577
11,eeg_csp,FixedVideo,2,596,248,0.4161073825503356,0.2748975271384172
11,eeg_csp,FixedVideo,5,236,104,0.4406779661016949,0.28655558747486354
11,eeg_csp,FixedVideo,10,116,47,0.4051724137931034,0.2419738406658739
11,eeg_csp,FixedVideo,30,36,17,0.4722222222222222,0.24691358024691357
11,eeg_csp,FixedVideo,60,16,5,0.3125,0.0
11,eeg_csp,MovingTargetNoise,1,1192,451,0.3783557046979866,0.3576021350389622
11,eeg_csp,MovingTargetNoise,2,596,240,0.40268456375838924,0.361492725552903
11,eeg_csp,MovingTargetNoise,5,236,98,0.4152542372881356,0.39385234128124097
11,eeg_csp,MovingTargetNoise,10,116,44,0.3793103448275862,0.3703923900118906
11,eeg_csp,MovingTargetNoise,30,36,10,0.2777777777777778,0.3827160493827161
11,eeg_csp,MovingTargetNoise,60,16,5,0.3125,0.375
11,eeg_csp,MovingVideo,1,1192,574,0.4815436241610738,0.4525753344443944
11,eeg_csp,MovingVideo,2,596,288,0.48322147651006714,0.43498040628800505
11,eeg_csp,MovingVideo,5,236,103,0.4364406779661017,0.3756104567652973
11,eeg_csp,MovingVideo,10,116,49,0.4224137931034483,0.32936979785969084
11,eeg_csp,MovingVideo,30,36,17,0.4722222222222222,0.2777777777777778
11,eeg_csp,MovingVideo,60,16,6,0.375,0.21875
11,eeg_csp,NoVisuals,1,1192,530,0.4446308724832215,0.43141074726363676
11,eeg_csp,NoVisuals,2,596,260,0.436241610738255,0.41209855411918384
11,eeg_csp,NoVisuals,5,236,89,0.3771186440677966,0.3530594656707843
11,eeg_csp,NoVisuals,10,116,46,0.39655172413793105,0.34839476813317477
11,eeg_csp,NoVisuals,30,36,15,0.4166666666666667,0.3271604938271605
11,eeg_csp,NoVisuals,60,16,6,0.375,0.4375
11,eeg_eogreg_ts,FixedVideo,1,1192,531,0.44546979865771813,0.40748727534795726
11,eeg_eogreg_ts,FixedVideo,2,596,259,0.43456375838926176,0.3988333858835188
11,eeg_eogreg_ts,FixedVideo,5,236,101,0.4279661016949153,0.39600689457052574
11,eeg_eogreg_ts,FixedVideo,10,116,50,0.43103448275862066,0.3947681331747919
11,eeg_eogreg_ts,FixedVideo,30,36,12,0.3333333333333333,0.3827160493827161
11,eeg_eogreg_ts,FixedVideo,60,16,5,0.3125,0.34375
11,eeg_eogreg_ts,MovingTargetNoise,1,1192,495,0.4152684563758389,0.36234854285842977
11,eeg_eogreg_ts,MovingTargetNoise,2,596,235,0.39429530201342283,0.3579343272825548
11,eeg_eogreg_ts,MovingTargetNoise,5,236,95,0.4025423728813559,0.3269175524274634
11,eeg_eogreg_ts,MovingTargetNoise,10,116,45,0.3879310344827586,0.2699167657550535
11,eeg_eogreg_ts,MovingTargetNoise,30,36,10,0.2777777777777778,0.16666666666666669
11,eeg_eogreg_ts,MovingTargetNoise,60,16,5,0.3125,0.09375
11,eeg_eogreg_ts,MovingVideo,1,1192,550,0.46140939597315433,0.4494279536957795
11,eeg_eogreg_ts,MovingVideo,2,596,276,0.46308724832214765,0.463762893563353
11,eeg_eogreg_ts,MovingVideo,5,236,110,0.4661016949152542,0.4432634300488365
11,eeg_eogreg_ts,MovingVideo,10,116,55,0.47413793103448276,0.43876337693222356
11,eeg_eogreg_ts,MovingVideo,30,36,12,0.3333333333333333,0.3580246913580247
11,eeg_eogreg_ts,MovingVideo,60,16,6,0.375,0.28125
11,eeg_eogreg_ts,NoVisuals,1,1192,551,0.462248322147651,0.4437694248006846
11,eeg_eogreg_ts,NoVisuals,2,596,268,0.44966442953020136,0.4266699698211792
11,eeg_eogreg_ts,NoVisuals,5,236,97,0.4110169491525424,0.3974432634300489
11,eeg_eogreg_ts,NoVisuals,10,116,49,0.4224137931034483,0.36623067776456597
11,eeg_eogreg_ts,NoVisuals,30,36,14,0.3888888888888889,0.2592592592592593
11,eeg_eogreg_ts,NoVisuals,60,16,7,0.4375,0.1875
11,eeg_post_ts,FixedVideo,1,1192,562,0.4714765100671141,0.46473694878609073
11,eeg_post_ts,FixedVideo,2,596,284,0.47651006711409394,0.4652943561100851
11,eeg_post_ts,FixedVideo,5,236,113,0.4788135593220339,0.4626544096523987
11,eeg_post_ts,FixedVideo,10,116,51,0.4396551724137931,0.4530321046373365
11,eeg_post_ts,FixedVideo,30,36,14,0.3888888888888889,0.3395061728395062
11,eeg_post_ts,FixedVideo,60,16,6,0.375,0.34375
11,eeg_post_ts,MovingTargetNoise,1,1192,561,0.47063758389261745,0.47070514841673794
11,eeg_post_ts,MovingTargetNoise,2,596,279,0.46812080536912754,0.4568262690869781
11,eeg_post_ts,MovingTargetNoise,5,236,110,0.4661016949152542,0.447141625969549
11,eeg_post_ts,MovingTargetNoise,10,116,54,0.46551724137931033,0.4417360285374554
11,eeg_post_ts,MovingTargetNoise,30,36,18,0.5,0.43827160493827166
11,eeg_post_ts,MovingTargetNoise,60,16,6,0.375,0.40625
11,eeg_post_ts,MovingVideo,1,1192,602,0.5050335570469798,0.5219190577001036
11,eeg_post_ts,MovingVideo,2,596,311,0.5218120805369127,0.5335795684879059
11,eeg_post_ts,MovingVideo,5,236,137,0.5805084745762712,0.5772766446423441
11,eeg_post_ts,MovingVideo,10,116,66,0.5689655172413793,0.5760998810939357
11,eeg_post_ts,MovingVideo,30,36,23,0.6388888888888888,0.6296296296296297
11,eeg_post_ts,MovingVideo,60,16,10,0.625,0.625
11,eeg_post_ts,NoVisuals,1,1192,559,0.46895973154362414,0.4780809422998964
11,eeg_post_ts,NoVisuals,2,596,298,0.5,0.48515832620152244
11,eeg_post_ts,NoVisuals,5,236,125,0.5296610169491526,0.5285837403045102
11,eeg_post_ts,NoVisuals,10,116,62,0.5344827586206896,0.5077288941736028
11,eeg_post_ts,NoVisuals,30,36,16,0.4444444444444444,0.5185185185185186
11,eeg_post_ts,NoVisuals,60,16,8,0.5,0.5625
11,eeg_ts,FixedVideo,1,1192,484,0.40604026845637586,0.384352056213684
11,eeg_ts,FixedVideo,2,596,240,0.40268456375838924,0.36419530651772447
11,eeg_ts,FixedVideo,5,236,88,0.3728813559322034,0.347888537776501
11,eeg_ts,FixedVideo,10,116,43,0.3706896551724138,0.3174791914387634
11,eeg_ts,FixedVideo,30,36,11,0.3055555555555556,0.2160493827160494
11,eeg_ts,FixedVideo,60,16,3,0.1875,0.25
11,eeg_ts,MovingTargetNoise,1,1192,497,0.41694630872483224,0.39182356650601324
11,eeg_ts,MovingTargetNoise,2,596,244,0.40939597315436244,0.37054637178505473
11,eeg_ts,MovingTargetNoise,5,236,87,0.3686440677966102,0.3214593507612755
11,eeg_ts,MovingTargetNoise,10,116,45,0.3879310344827586,0.28894173602853745
11,eeg_ts,MovingTargetNoise,30,36,10,0.2777777777777778,0.14197530864197533
11,eeg_ts,MovingTargetNoise,60,16,4,0.25,0.09375
11,eeg_ts,MovingVideo,1,1192,587,0.4924496644295302,0.49561956668618534
11,eeg_ts,MovingVideo,2,596,291,0.48825503355704697,0.5065087158236116
11,eeg_ts,MovingVideo,5,236,128,0.5423728813559322,0.5145073254811836
11,eeg_ts,MovingVideo,10,116,62,0.5344827586206896,0.5285374554102259
11,eeg_ts,MovingVideo,30,36,16,0.4444444444444444,0.46913580246913583
11,eeg_ts,MovingVideo,60,16,5,0.3125,0.46875
11,eeg_ts,NoVisuals,1,1192,565,0.473993288590604,0.46280572947164544
11,eeg_ts,NoVisuals,2,596,288,0.48322147651006714,0.4509481554884915
11,eeg_ts,NoVisuals,5,236,120,0.5084745762711864,0.4923872450445274
11,eeg_ts,NoVisuals,10,116,55,0.47413793103448276,0.4696789536266349
11,eeg_ts,NoVisuals,30,36,18,0.5,0.3950617283950618
11,eeg_ts,NoVisuals,60,16,9,0.5625,0.53125
11,eog_ts,FixedVideo,1,1192,470,0.39429530201342283,0.360850862573758
11,eog_ts,FixedVideo,2,596,207,0.34731543624161076,0.2946263681816134
11,eog_ts,FixedVideo,5,236,72,0.3050847457627119,0.24159724217178968
11,eog_ts,FixedVideo,10,116,27,0.23275862068965517,0.1807372175980975
11,eog_ts,FixedVideo,30,36,5,0.1388888888888889,0.03703703703703704
11,eog_ts,FixedVideo,60,16,0,0.0,0.0
11,eog_ts,MovingTargetNoise,1,1192,609,0.5109060402684564,0.5163055718210892
11,eog_ts,MovingTargetNoise,2,596,303,0.5083892617449665,0.5129273456150624
11,eog_ts,MovingTargetNoise,5,236,118,0.5,0.5097673082447572
11,eog_ts,MovingTargetNoise,10,116,60,0.5172413793103449,0.5065398335315101
11,eog_ts,MovingTargetNoise,30,36,20,0.5555555555555556,0.4876543209876543
11,eog_ts,MovingTargetNoise,60,16,10,0.625,0.5625
11,eog_ts,MovingVideo,1,1192,510,0.4278523489932886,0.4212816990225665
11,eog_ts,MovingVideo,2,596,245,0.4110738255033557,0.3831584162875546
11,eog_ts,MovingVideo,5,236,94,0.3983050847457627,0.3702958919850618
11,eog_ts,MovingVideo,10,116,45,0.3879310344827586,0.3650416171224733
11,eog_ts,MovingVideo,30,36,14,0.3888888888888889,0.36419753086419754
11,eog_ts,MovingVideo,60,16,4,0.25,0.25
11,eog_ts,NoVisuals,1,1192,492,0.412751677852349,0.39292149002297194
11,eog_ts,NoVisuals,2,596,232,0.38926174496644295,0.3763794423674609
11,eog_ts,NoVisuals,5,236,84,0.3559322033898305,0.3598103993105429
11,eog_ts,NoVisuals,10,116,42,0.3620689655172414,0.3442330558858502
11,eog_ts,NoVisuals,30,36,13,0.3611111111111111,0.2654320987654321
11,eog_ts,NoVisuals,60,16,4,0.25,0.1875
11,gazectrl_csp,FixedVideo,1,1192,507,0.42533557046979864,0.41058398270348184
11,gazectrl_csp,FixedVideo,2,596,248,0.4161073825503356,0.39167154632674206
11,gazectrl_csp,FixedVideo,5,236,97,0.4110169491525424,0.3605285837403045
11,gazectrl_csp,FixedVideo,10,116,46,0.39655172413793105,0.31866825208085614
11,gazectrl_csp,FixedVideo,30,36,12,0.3333333333333333,0.2345679012345679
11,gazectrl_csp,FixedVideo,60,16,6,0.375,0.1875
11,gazectrl_csp,MovingTargetNoise,1,1192,564,0.47315436241610737,0.46627967208684296
11,gazectrl_csp,MovingTargetNoise,2,596,289,0.4848993288590604,0.4630647268141075
11,gazectrl_csp,MovingTargetNoise,5,236,110,0.4661016949152542,0.4498707268026429
11,gazectrl_csp,MovingTargetNoise,10,116,52,0.4482758620689655,0.41914387633769323
11,gazectrl_csp,MovingTargetNoise,30,36,18,0.5,0.4074074074074074
11,gazectrl_csp,MovingTargetNoise,60,16,7,0.4375,0.375
11,gazectrl_csp,MovingVideo,1,1192,587,0.4924496644295302,0.4897076708256385
11,gazectrl_csp,MovingVideo,2,596,297,0.4983221476510067,0.4796630782397189
11,gazectrl_csp,MovingVideo,5,236,113,0.4788135593220339,0.4849181269750072
11,gazectrl_csp,MovingVideo,10,116,58,0.5,0.4774078478002378
11,gazectrl_csp,MovingVideo,30,36,20,0.5555555555555556,0.4691358024691358
11,gazectrl_csp,MovingVideo,60,16,7,0.4375,0.4375
11,gazectrl_csp,NoVisuals,1,1192,576,0.48322147651006714,0.486233728210441
11,gazectrl_csp,NoVisuals,2,596,303,0.5083892617449665,0.48666726724021436
11,gazectrl_csp,NoVisuals,5,236,115,0.4872881355932203,0.48951450732548113
11,gazectrl_csp,NoVisuals,10,116,57,0.49137931034482757,0.5
11,gazectrl_csp,NoVisuals,30,36,20,0.5555555555555556,0.5679012345679013
11,gazectrl_csp,NoVisuals,60,16,8,0.5,0.5
11,gazectrl_ts,FixedVideo,1,1192,559,0.46895973154362414,0.4775460564839422
11,gazectrl_ts,FixedVideo,2,596,298,0.5,0.49400927886131263
11,gazectrl_ts,FixedVideo,5,236,110,0.4661016949152542,0.4392415972421718
11,gazectrl_ts,FixedVideo,10,116,50,0.43103448275862066,0.41498216409036864
11,gazectrl_ts,FixedVideo,30,36,15,0.4166666666666667,0.32098765432098764
11,gazectrl_ts,FixedVideo,60,16,7,0.4375,0.3125
11,gazectrl_ts,MovingTargetNoise,1,1192,586,0.49161073825503354,0.4813803432277825
11,gazectrl_ts,MovingTargetNoise,2,596,299,0.5016778523489933,0.48306382595378583
11,gazectrl_ts,MovingTargetNoise,5,236,113,0.4788135593220339,0.4518816432059753
11,gazectrl_ts,MovingTargetNoise,10,116,57,0.49137931034482757,0.43222354340071345
11,gazectrl_ts,MovingTargetNoise,30,36,15,0.4166666666666667,0.33333333333333337
11,gazectrl_ts,MovingTargetNoise,60,16,4,0.25,0.28125
11,gazectrl_ts,MovingVideo,1,1192,572,0.4798657718120805,0.4754684473672357
11,gazectrl_ts,MovingVideo,2,596,279,0.46812080536912754,0.49376154227287056
11,gazectrl_ts,MovingVideo,5,236,117,0.4957627118644068,0.511490950876185
11,gazectrl_ts,MovingVideo,10,116,56,0.4827586206896552,0.5101070154577884
11,gazectrl_ts,MovingVideo,30,36,15,0.4166666666666667,0.4876543209876544
11,gazectrl_ts,MovingVideo,60,16,7,0.4375,0.5
11,gazectrl_ts,NoVisuals,1,1192,577,0.48406040268456374,0.4797813161569298
11,gazectrl_ts,NoVisuals,2,596,286,0.4798657718120805,0.47396513670555385
11,gazectrl_ts,NoVisuals,5,236,110,0.4661016949152542,0.46294168342430336
11,gazectrl_ts,NoVisuals,10,116,51,0.4396551724137931,0.4357907253269917
11,gazectrl_ts,NoVisuals,30,36,17,0.4722222222222222,0.3950617283950617
11,gazectrl_ts,NoVisuals,60,16,7,0.4375,0.3125
12,eeg_alpha_ts,FixedVideo,1,1192,557,0.4672818791946309,0.4590052249898653
12,eeg_alpha_ts,FixedVideo,2,596,281,0.4714765100671141,0.44561055808296923
12,eeg_alpha_ts,FixedVideo,5,236,100,0.423728813559322,0.4029014650962367
12,eeg_alpha_ts,FixedVideo,10,116,51,0.4396551724137931,0.38109393579072537
12,eeg_alpha_ts,FixedVideo,30,36,13,0.3611111111111111,0.3148148148148148
12,eeg_alpha_ts,FixedVideo,60,16,3,0.1875,0.25
12,eeg_alpha_ts,MovingTargetNoise,1,1192,579,0.48573825503355705,0.46286766361875586
12,eeg_alpha_ts,MovingTargetNoise,2,596,278,0.4664429530201342,0.4609477050583307
12,eeg_alpha_ts,MovingTargetNoise,5,236,111,0.4703389830508475,0.42099971272622816
12,eeg_alpha_ts,MovingTargetNoise,10,116,54,0.46551724137931033,0.39001189060642094
12,eeg_alpha_ts,MovingTargetNoise,30,36,13,0.3611111111111111,0.3580246913580247
12,eeg_alpha_ts,MovingTargetNoise,60,16,7,0.4375,0.1875
12,eeg_alpha_ts,MovingVideo,1,1192,565,0.473993288590604,0.4579748659970272
12,eeg_alpha_ts,MovingVideo,2,596,278,0.4664429530201342,0.4395072294040809
12,eeg_alpha_ts,MovingVideo,5,236,110,0.4661016949152542,0.4418270611893134
12,eeg_alpha_ts,MovingVideo,10,116,51,0.4396551724137931,0.4215219976218787
12,eeg_alpha_ts,MovingVideo,30,36,15,0.4166666666666667,0.29012345679012347
12,eeg_alpha_ts,MovingVideo,60,16,3,0.1875,0.25
12,eeg_alpha_ts,NoVisuals,1,1192,619,0.5192953020134228,0.5229156344308814
12,eeg_alpha_ts,NoVisuals,2,596,311,0.5218120805369127,0.5268231160758524
12,eeg_alpha_ts,NoVisuals,5,236,112,0.4745762711864407,0.49583453030738295
12,eeg_alpha_ts,NoVisuals,10,116,57,0.49137931034482757,0.4732461355529132
12,eeg_alpha_ts,NoVisuals,30,36,17,0.4722222222222222,0.47530864197530864
12,eeg_alpha_ts,NoVisuals,60,16,7,0.4375,0.40625
12,eeg_csp,FixedVideo,1,1192,581,0.4874161073825503,0.562998288365389
12,eeg_csp,FixedVideo,2,596,308,0.5167785234899329,0.5773839016260528
12,eeg_csp,FixedVideo,5,236,133,0.5635593220338984,0.6559896581442115
12,eeg_csp,FixedVideo,10,116,67,0.5775862068965517,0.6807372175980975
12,eeg_csp,FixedVideo,30,36,21,0.5833333333333334,0.7345679012345679
12,eeg_csp,FixedVideo,60,16,10,0.625,0.84375
12,eeg_csp,MovingTargetNoise,1,1192,662,0.5553691275167785,0.44896063240394574
12,eeg_csp,MovingTargetNoise,2,596,272,0.4563758389261745,0.38831584162875543
12,eeg_csp,MovingTargetNoise,5,236,80,0.3389830508474576,0.3096811261131858
12,eeg_csp,MovingTargetNoise,10,116,42,0.3620689655172414,0.28359096313912013
12,eeg_csp,MovingTargetNoise,30,36,14,0.3888888888888889,0.2777777777777778
12,eeg_csp,MovingTargetNoise,60,16,5,0.3125,0.25
12,eeg_csp,MovingVideo,1,1192,422,0.3540268456375839,0.05608418539705419
12,eeg_csp,MovingVideo,2,596,219,0.3674496644295302,0.04875906490698617
12,eeg_csp,MovingVideo,5,236,87,0.3686440677966102,0.04452743464521689
12,eeg_csp,MovingVideo,10,116,42,0.3620689655172414,0.037455410225921526
12,eeg_csp,MovingVideo,30,36,13,0.3611111111111111,0.0
12,eeg_csp,MovingVideo,60,16,5,0.3125,0.0
12,eeg_csp,NoVisuals,1,1192,583,0.4890939597315436,0.4285674068735642
12,eeg_csp,NoVisuals,2,596,251,0.4211409395973154,0.3642403495338048
12,eeg_csp,NoVisuals,5,236,83,0.3516949152542373,0.2589773053720195
12,eeg_csp,NoVisuals,10,116,39,0.33620689655172414,0.2431629013079667
12,eeg_csp,NoVisuals,30,36,12,0.3333333333333333,0.20987654320987656
12,eeg_csp,NoVisuals,60,16,6,0.375,0.1875
12,eeg_eogreg_ts,FixedVideo,1,1192,560,0.4697986577181208,0.421974235394802
12,eeg_eogreg_ts,FixedVideo,2,596,249,0.41778523489932884,0.3907031214810144
12,eeg_eogreg_ts,FixedVideo,5,236,95,0.4025423728813559,0.36383223211720767
12,eeg_eogreg_ts,FixedVideo,10,116,42,0.3620689655172414,0.30023781212841855
12,eeg_eogreg_ts,FixedVideo,30,36,12,0.3333333333333333,0.2222222222222222
12,eeg_eogreg_ts,FixedVideo,60,16,4,0.25,0.03125
12,eeg_eogreg_ts,MovingTargetNoise,1,1192,546,0.45805369127516776,0.4019582451240935
12,eeg_eogreg_ts,MovingTargetNoise,2,596,265,0.4446308724832215,0.3927525787126706
12,eeg_eogreg_ts,MovingTargetNoise,5,236,96,0.4067796610169492,0.3491812697500718
12,eeg_eogreg_ts,MovingTargetNoise,10,116,49,0.4224137931034483,0.3103448275862069
12,eeg_eogreg_ts,MovingTargetNoise,30,36,17,0.4722222222222222,0.2160493827160494
12,eeg_eogreg_ts,MovingTargetNoise,60,16,7,0.4375,0.15625
12,eeg_eogreg_ts,MovingVideo,1,1192,360,0.30201342281879195,0.21483829557227152
12,eeg_eogreg_ts,MovingVideo,2,596,164,0.2751677852348993,0.2002162064771857
12,eeg_eogreg_ts,MovingVideo,5,236,59,0.25,0.18112611318586613
12,eeg_eogreg_ts,MovingVideo,10,116,21,0.1810344827586207,0.11355529131985731
12,eeg_eogreg_ts,MovingVideo,30,36,3,0.08333333333333333,0.018518518518518517
12,eeg_eogreg_ts,MovingVideo,60,16,1,0.0625,0.0
12,eeg_eogreg_ts,NoVisuals,1,1192,508,0.4261744966442953,0.4170082428719427
12,eeg_eogreg_ts,NoVisuals,2,596,242,0.40604026845637586,0.3963785415071393
12,eeg_eogreg_ts,NoVisuals,5,236,96,0.4067796610169492,0.3605285837403045
12,eeg_eogreg_ts,NoVisuals,10,116,47,0.4051724137931034,0.31153388822829964
12,eeg_eogreg_ts,NoVisuals,30,36,11,0.3055555555555556,0.24691358024691357
12,eeg_eogreg_ts,NoVisuals,60,16,5,0.3125,0.21875
12,eeg_post_ts,FixedVideo,1,1192,500,0.41946308724832215,0.3871785054727264
12,eeg_post_ts,FixedVideo,2,596,248,0.4161073825503356,0.3773478672131886
12,eeg_post_ts,FixedVideo,5,236,104,0.4406779661016949,0.35435219764435505
12,eeg_post_ts,FixedVideo,10,116,38,0.3275862068965517,0.32342449464922707
12,eeg_post_ts,FixedVideo,30,36,8,0.2222222222222222,0.19753086419753085
12,eeg_post_ts,FixedVideo,60,16,4,0.25,0.15625
12,eeg_post_ts,MovingTargetNoise,1,1192,458,0.38422818791946306,0.2921996756902842
12,eeg_post_ts,MovingTargetNoise,2,596,220,0.3691275167785235,0.27613621008062694
12,eeg_post_ts,MovingTargetNoise,5,236,77,0.326271186440678,0.27650100545820167
12,eeg_post_ts,MovingTargetNoise,10,116,37,0.31896551724137934,0.20214030915576697
12,eeg_post_ts,MovingTargetNoise,30,36,13,0.3611111111111111,0.07407407407407407
12,eeg_post_ts,MovingTargetNoise,60,16,6,0.375,0.03125
12,eeg_post_ts,MovingVideo,1,1192,289,0.2424496644295302,0.16323025989820278
12,eeg_post_ts,MovingVideo,2,596,154,0.25838926174496646,0.19483356605558308
12,eeg_post_ts,MovingVideo,5,236,67,0.2838983050847458,0.23326630278655555
12,eeg_post_ts,MovingVideo,10,116,28,0.2413793103448276,0.18192627824019028
12,eeg_post_ts,MovingVideo,30,36,7,0.19444444444444445,0.1234567901234568
12,eeg_post_ts,MovingVideo,60,16,3,0.1875,0.0625
12,eeg_post_ts,NoVisuals,1,1192,583,0.4890939597315436,0.4929732894914644
12,eeg_post_ts,NoVisuals,2,596,296,0.4966442953020134,0.480676546101527
12,eeg_post_ts,NoVisuals,5,236,117,0.4957627118644068,0.49727089916690603
12,eeg_post_ts,NoVisuals,10,116,59,0.5086206896551724,0.4958382877526754
12,eeg_post_ts,NoVisuals,30,36,18,0.5,0.5061728395061729
12,eeg_post_ts,NoVisuals,60,16,8,0.5,0.34375
12,eeg_ts,FixedVideo,1,1192,538,0.4513422818791946,0.42724426827620376
12,eeg_ts,FixedVideo,2,596,261,0.43791946308724833,0.400882843115175
12,eeg_ts,FixedVideo,5,236,102,0.4322033898305085,0.4039069232979029
12,eeg_ts,FixedVideo,10,116,49,0.4224137931034483,0.35850178359096313
12,eeg_ts,FixedVideo,30,36,14,0.3888888888888889,0.2839506172839506
12,eeg_ts,FixedVideo,60,16,5,0.3125,0.25
12,eeg_ts,MovingTargetNoise,1,1192,553,0.4639261744966443,0.4025043916940678
12,eeg_ts,MovingTargetNoise,2,596,275,0.46140939597315433,0.37712265213278684
12,eeg_ts,MovingTargetNoise,5,236,99,0.4194915254237288,0.3407066934788854
12,eeg_ts,MovingTargetNoise,10,116,48,0.41379310344827586,0.28418549346016647
12,eeg_ts,MovingTargetNoise,30,36,16,0.4444444444444444,0.19753086419753088
12,eeg_ts,MovingTargetNoise,60,16,7,0.4375,0.09375
12,eeg_ts,MovingVideo,1,1192,355,0.2978187919463087,0.22490540966623127
12,eeg_ts,MovingVideo,2,596,174,0.29194630872483224,0.21226521327868114
12,eeg_ts,MovingVideo,5,236,63,0.2669491525423729,0.2082734846308532
12,eeg_ts,MovingVideo,10,116,24,0.20689655172413793,0.14387633769322233
12,eeg_ts,MovingVideo,30,36,4,0.1111111111111111,0.037037037037037035
12,eeg_ts,MovingVideo,60,16,1,0.0625,0.03125
12,eeg_ts,NoVisuals,1,1192,553,0.4639261744966443,0.4523501193639926
12,eeg_ts,NoVisuals,2,596,271,0.4546979865771812,0.4501148596910049
12,eeg_ts,NoVisuals,5,236,103,0.4364406779661017,0.42430336110313127
12,eeg_ts,NoVisuals,10,116,49,0.4224137931034483,0.40368608799048755
12,eeg_ts,NoVisuals,30,36,16,0.4444444444444444,0.37037037037037035
12,eeg_ts,NoVisuals,60,16,6,0.375,0.375
12,eog_ts,FixedVideo,1,1192,455,0.38171140939597314,0.3336279897301923
12,eog_ts,FixedVideo,2,596,244,0.40939597315436244,0.383203459303635
12,eog_ts,FixedVideo,5,236,115,0.4872881355932203,0.4893708704395288
12,eog_ts,FixedVideo,10,116,58,0.5,0.5178359096313911
12,eog_ts,FixedVideo,30,36,17,0.4722222222222222,0.49382716049382713
12,eog_ts,FixedVideo,60,16,6,0.375,0.40625
12,eog_ts,MovingTargetNoise,1,1192,571,0.4790268456375839,0.462496058736093
12,eog_ts,MovingTargetNoise,2,596,301,0.5050335570469798,0.5017341561190938
12,eog_ts,MovingTargetNoise,5,236,123,0.5211864406779662,0.533611031312841
12,eog_ts,MovingTargetNoise,10,116,62,0.5344827586206896,0.539833531510107
12,eog_ts,MovingTargetNoise,30,36,20,0.5555555555555556,0.5679012345679013
12,eog_ts,MovingTargetNoise,60,16,9,0.5625,0.625
12,eog_ts,MovingVideo,1,1192,389,0.3263422818791946,0.25295594793027343
12,eog_ts,MovingVideo,2,596,210,0.3523489932885906,0.2788387910454484
12,eog_ts,MovingVideo,5,236,93,0.3940677966101695,0.3004883654122379
12,eog_ts,MovingVideo,10,116,34,0.29310344827586204,0.24910820451843046
12,eog_ts,MovingVideo,30,36,13,0.3611111111111111,0.21604938271604937
12,eog_ts,MovingVideo,60,16,4,0.25,0.09375
12,eog_ts,NoVisuals,1,1192,515,0.4320469798657718,0.40688482500788253
12,eog_ts,NoVisuals,2,596,275,0.46140939597315433,0.44052069726588894
12,eog_ts,NoVisuals,5,236,113,0.4788135593220339,0.47041080149382364
12,eog_ts,NoVisuals,10,116,58,0.5,0.4571938168846611
12,eog_ts,NoVisuals,30,36,20,0.5555555555555556,0.3641975308641975
12,eog_ts,NoVisuals,60,16,7,0.4375,0.3125
12,gazectrl_csp,FixedVideo,1,1192,534,0.44798657718120805,0.4439721183730463
12,gazectrl_csp,FixedVideo,2,596,261,0.43791946308724833,0.42054411963425076
12,gazectrl_csp,FixedVideo,5,236,108,0.4576271186440678,0.4205688020683711
12,gazectrl_csp,FixedVideo,10,116,50,0.43103448275862066,0.3923900118906065
12,gazectrl_csp,FixedVideo,30,36,13,0.3611111111111111,0.3641975308641975
12,gazectrl_csp,FixedVideo,60,16,4,0.25,0.28125
12,gazectrl_csp,MovingTargetNoise,1,1192,639,0.5360738255033557,0.5478469438313589
12,gazectrl_csp,MovingTargetNoise,2,596,319,0.535234899328859,0.5718210891401289
12,gazectrl_csp,MovingTargetNoise,5,236,135,0.5720338983050848,0.6409077851192186
12,gazectrl_csp,MovingTargetNoise,10,116,69,0.5948275862068966,0.702140309155767
12,gazectrl_csp,MovingTargetNoise,30,36,24,0.6666666666666666,0.7839506172839505
12,gazectrl_csp,MovingTargetNoise,60,16,8,0.5,0.90625
12,gazectrl_csp,MovingVideo,1,1192,623,0.5226510067114094,0.539024143056619
12,gazectrl_csp,MovingVideo,2,596,307,0.5151006711409396,0.534615557857754
12,gazectrl_csp,MovingVideo,5,236,123,0.5211864406779662,0.534903763286412
