subject,trial,condition,eog_regression,window_s,n_windows,n_correct,ridge_alpha
10,1,MovingTargetNoise,True,30,19,11,0.01
10,1,MovingTargetNoise,True,60,9,5,0.01
10,2,NoVisuals,True,1,599,357,0.01
10,2,NoVisuals,True,2,299,192,0.01
10,2,NoVisuals,True,5,119,81,0.01
10,2,NoVisuals,True,10,59,42,0.01
10,2,NoVisuals,True,30,19,18,0.01
10,2,NoVisuals,True,60,9,9,0.01
10,3,MovingTargetNoise,True,1,599,348,0.01
10,3,MovingTargetNoise,True,2,299,167,0.01
10,3,MovingTargetNoise,True,5,119,74,0.01
10,3,MovingTargetNoise,True,10,59,41,0.01
10,3,MovingTargetNoise,True,30,19,13,0.01
10,3,MovingTargetNoise,True,60,9,9,0.01
10,4,FixedVideo,True,1,599,353,0.01
10,4,FixedVideo,True,2,299,181,0.01
10,4,FixedVideo,True,5,119,83,0.01
10,4,FixedVideo,True,10,59,40,0.01
10,4,FixedVideo,True,30,19,17,0.01
10,4,FixedVideo,True,60,9,8,0.01
10,5,MovingVideo,True,1,599,342,0.01
10,5,MovingVideo,True,2,299,175,0.01
10,5,MovingVideo,True,5,119,82,0.01
10,5,MovingVideo,True,10,59,41,0.01
10,5,MovingVideo,True,30,19,16,0.01
10,5,MovingVideo,True,60,9,8,0.01
10,6,NoVisuals,True,1,599,350,0.01
10,6,NoVisuals,True,2,299,190,0.01
10,6,NoVisuals,True,5,119,81,0.01
10,6,NoVisuals,True,10,59,43,0.01
10,6,NoVisuals,True,30,19,19,0.01
10,6,NoVisuals,True,60,9,9,0.01
10,7,FixedVideo,True,1,599,353,0.01
10,7,FixedVideo,True,2,299,193,0.01
10,7,FixedVideo,True,5,119,83,0.01
10,7,FixedVideo,True,10,59,42,0.01
10,7,FixedVideo,True,30,19,16,0.01
10,7,FixedVideo,True,60,9,8,0.01
11,0,MovingVideo,False,1,599,343,0.001
11,0,MovingVideo,False,2,299,183,0.001
11,0,MovingVideo,False,5,119,78,0.001
11,0,MovingVideo,False,10,59,40,0.001
11,0,MovingVideo,False,30,19,14,0.001
11,0,MovingVideo,False,60,9,8,0.001
11,1,MovingTargetNoise,False,1,599,343,0.01
11,1,MovingTargetNoise,False,2,299,182,0.01
11,1,MovingTargetNoise,False,5,119,82,0.01
11,1,MovingTargetNoise,False,10,59,39,0.01
11,1,MovingTargetNoise,False,30,19,17,0.01
11,1,MovingTargetNoise,False,60,9,8,0.01
11,2,MovingTargetNoise,False,1,599,340,0.001
11,2,MovingTargetNoise,False,2,299,177,0.001
11,2,MovingTargetNoise,False,5,119,72,0.001
11,2,MovingTargetNoise,False,10,59,40,0.001
11,2,MovingTargetNoise,False,30,19,15,0.001
11,2,MovingTargetNoise,False,60,9,6,0.001
11,3,NoVisuals,False,1,599,368,0.001
11,3,NoVisuals,False,2,299,197,0.001
11,3,NoVisuals,False,5,119,91,0.001
11,3,NoVisuals,False,10,59,47,0.001
11,3,NoVisuals,False,30,19,19,0.001
11,3,NoVisuals,False,60,9,9,0.001
11,4,FixedVideo,False,1,599,353,0.01
11,4,FixedVideo,False,2,299,181,0.01
11,4,FixedVideo,False,5,119,75,0.01
11,4,FixedVideo,False,10,59,42,0.01
11,4,FixedVideo,False,30,19,16,0.01
11,4,FixedVideo,False,60,9,7,0.01
11,5,MovingVideo,False,1,599,339,0.01
11,5,MovingVideo,False,2,299,183,0.01
11,5,MovingVideo,False,5,119,86,0.01
11,5,MovingVideo,False,10,59,44,0.01
11,5,MovingVideo,False,30,19,15,0.01
11,5,MovingVideo,False,60,9,8,0.01
11,6,NoVisuals,False,1,599,379,0.01
11,6,NoVisuals,False,2,299,202,0.01
11,6,NoVisuals,False,5,119,91,0.01
11,6,NoVisuals,False,10,59,46,0.01
11,6,NoVisuals,False,30,19,17,0.01
11,6,NoVisuals,False,60,9,9,0.01
11,7,FixedVideo,False,1,599,350,0.001
11,7,FixedVideo,False,2,299,186,0.001
11,7,FixedVideo,False,5,119,79,0.001
11,7,FixedVideo,False,10,59,45,0.001
11,7,FixedVideo,False,30,19,16,0.001
11,7,FixedVideo,False,60,9,8,0.001
11,0,MovingVideo,True,1,599,353,0.01
11,0,MovingVideo,True,2,299,181,0.01
11,0,MovingVideo,True,5,119,78,0.01
11,0,MovingVideo,True,10,59,41,0.01
11,0,MovingVideo,True,30,19,14,0.01
11,0,MovingVideo,True,60,9,9,0.01
11,1,MovingTargetNoise,True,1,599,355,0.01
11,1,MovingTargetNoise,True,2,299,188,0.01
11,1,MovingTargetNoise,True,5,119,80,0.01
11,1,MovingTargetNoise,True,10,59,40,0.01
11,1,MovingTargetNoise,True,30,19,16,0.01
11,1,MovingTargetNoise,True,60,9,7,0.01
11,2,MovingTargetNoise,True,1,599,336,0.01
11,2,MovingTargetNoise,True,2,299,180,0.01
11,2,MovingTargetNoise,True,5,119,69,0.01
11,2,MovingTargetNoise,True,10,59,36,0.01
11,2,MovingTargetNoise,True,30,19,13,0.01
11,2,MovingTargetNoise,True,60,9,7,0.01
11,3,NoVisuals,True,1,599,373,0.01
11,3,NoVisuals,True,2,299,196,0.01
11,3,NoVisuals,True,5,119,90,0.01
11,3,NoVisuals,True,10,59,49,0.01
11,3,NoVisuals,True,30,19,19,0.01
11,3,NoVisuals,True,60,9,9,0.01
11,4,FixedVideo,True,1,599,350,0.01
11,4,FixedVideo,True,2,299,176,0.01
11,4,FixedVideo,True,5,119,75,0.01
11,4,FixedVideo,True,10,59,39,0.01
11,4,FixedVideo,True,30,19,16,0.01
11,4,FixedVideo,True,60,9,8,0.01
11,5,MovingVideo,True,1,599,335,0.01
11,5,MovingVideo,True,2,299,176,0.01
11,5,MovingVideo,True,5,119,78,0.01
11,5,MovingVideo,True,10,59,41,0.01
11,5,MovingVideo,True,30,19,14,0.01
11,5,MovingVideo,True,60,9,8,0.01
11,6,NoVisuals,True,1,599,371,0.01
11,6,NoVisuals,True,2,299,197,0.01
11,6,NoVisuals,True,5,119,93,0.01
11,6,NoVisuals,True,10,59,46,0.01
11,6,NoVisuals,True,30,19,19,0.01
11,6,NoVisuals,True,60,9,9,0.01
11,7,FixedVideo,True,1,599,349,0.001
11,7,FixedVideo,True,2,299,171,0.001
11,7,FixedVideo,True,5,119,80,0.001
11,7,FixedVideo,True,10,59,45,0.001
11,7,FixedVideo,True,30,19,15,0.001
11,7,FixedVideo,True,60,9,8,0.001
12,0,MovingVideo,False,1,599,365,0.01
12,0,MovingVideo,False,2,299,181,0.01
12,0,MovingVideo,False,5,119,78,0.01
12,0,MovingVideo,False,10,59,43,0.01
12,0,MovingVideo,False,30,19,16,0.01
12,0,MovingVideo,False,60,9,8,0.01
12,1,MovingTargetNoise,False,1,599,326,0.01
12,1,MovingTargetNoise,False,2,299,167,0.01
12,1,MovingTargetNoise,False,5,119,68,0.01
12,1,MovingTargetNoise,False,10,59,39,0.01
12,1,MovingTargetNoise,False,30,19,14,0.01
12,1,MovingTargetNoise,False,60,9,7,0.01
12,2,MovingTargetNoise,False,1,599,344,0.01
12,2,MovingTargetNoise,False,2,299,187,0.01
12,2,MovingTargetNoise,False,5,119,77,0.01
12,2,MovingTargetNoise,False,10,59,45,0.01
12,2,MovingTargetNoise,False,30,19,18,0.01
12,2,MovingTargetNoise,False,60,9,9,0.01
12,3,NoVisuals,False,1,599,328,0.01
12,3,NoVisuals,False,2,299,172,0.01
12,3,NoVisuals,False,5,119,64,0.01
12,3,NoVisuals,False,10,59,34,0.01
12,3,NoVisuals,False,30,19,13,0.01
12,3,NoVisuals,False,60,9,8,0.01
12,4,FixedVideo,False,1,599,336,0.01
12,4,FixedVideo,False,2,299,184,0.01
12,4,FixedVideo,False,5,119,79,0.01
12,4,FixedVideo,False,10,59,46,0.01
12,4,FixedVideo,False,30,19,17,0.01
12,4,FixedVideo,False,60,9,9,0.01
12,5,MovingVideo,False,1,599,341,0.01
12,5,MovingVideo,False,2,299,171,0.01
12,5,MovingVideo,False,5,119,76,0.01
12,5,MovingVideo,False,10,59,40,0.01
12,5,MovingVideo,False,30,19,15,0.01
12,5,MovingVideo,False,60,9,8,0.01
12,6,NoVisuals,False,1,599,366,0.01
12,6,NoVisuals,False,2,299,201,0.01
12,6,NoVisuals,False,5,119,91,0.01
12,6,NoVisuals,False,10,59,46,0.01
12,6,NoVisuals,False,30,19,18,0.01
12,6,NoVisuals,False,60,9,9,0.01
12,7,FixedVideo,False,1,599,326,0.01
12,7,FixedVideo,False,2,299,161,0.01
12,7,FixedVideo,False,5,119,68,0.01
12,7,FixedVideo,False,10,59,31,0.01
12,7,FixedVideo,False,30,19,11,0.01
12,7,FixedVideo,False,60,9,5,0.01
12,0,MovingVideo,True,1,599,356,0.01
12,0,MovingVideo,True,2,299,171,0.01
12,0,MovingVideo,True,5,119,80,0.01
12,0,MovingVideo,True,10,59,41,0.01
12,0,MovingVideo,True,30,19,16,0.01
12,0,MovingVideo,True,60,9,8,0.01
12,1,MovingTargetNoise,True,1,599,337,0.01
12,1,MovingTargetNoise,True,2,299,172,0.01
12,1,MovingTargetNoise,True,5,119,72,0.01
12,1,MovingTargetNoise,True,10,59,41,0.01
12,1,MovingTargetNoise,True,30,19,11,0.01
12,1,MovingTargetNoise,True,60,9,7,0.01
12,2,MovingTargetNoise,True,1,599,345,0.01
12,2,MovingTargetNoise,True,2,299,186,0.01
12,2,MovingTargetNoise,True,5,119,80,0.01
12,2,MovingTargetNoise,True,10,59,43,0.01
12,2,MovingTargetNoise,True,30,19,18,0.01
12,2,MovingTargetNoise,True,60,9,8,0.01
12,3,NoVisuals,True,1,599,307,0.01
12,3,NoVisuals,True,2,299,165,0.01
12,3,NoVisuals,True,5,119,69,0.01
12,3,NoVisuals,True,10,59,36,0.01
12,3,NoVisuals,True,30,19,11,0.01
12,3,NoVisuals,True,60,9,6,0.01
12,4,FixedVideo,True,1,599,353,0.01
12,4,FixedVideo,True,2,299,196,0.01
12,4,FixedVideo,True,5,119,83,0.01
12,4,FixedVideo,True,10,59,47,0.01
12,4,FixedVideo,True,30,19,17,0.01
12,4,FixedVideo,True,60,9,9,0.01
12,5,MovingVideo,True,1,599,341,0.01
12,5,MovingVideo,True,2,299,182,0.01
12,5,MovingVideo,True,5,119,80,0.01
12,5,MovingVideo,True,10,59,41,0.01
12,5,MovingVideo,True,30,19,18,0.01
12,5,MovingVideo,True,60,9,9,0.01
12,6,NoVisuals,True,1,599,370,0.01
12,6,NoVisuals,True,2,299,203,0.01
12,6,NoVisuals,True,5,119,90,0.01
12,6,NoVisuals,True,10,59,46,0.01
12,6,NoVisuals,True,30,19,18,0.01
12,6,NoVisuals,True,60,9,9,0.01
12,7,FixedVideo,True,1,599,322,0.01
12,7,FixedVideo,True,2,299,164,0.01
12,7,FixedVideo,True,5,119,68,0.01
12,7,FixedVideo,True,10,59,34,0.01
12,7,FixedVideo,True,30,19,12,0.01
12,7,FixedVideo,True,60,9,5,0.01
